address,vote_type,district_id,district_name,electoral_district_id,electoral_district_type,electoral_district_berlin_election_id,electoral_district_federal_election_id,berlin_east_west,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,invalid_votes,valid_votes,vote_yes,vote_no
02W421,nan,02,Friedrichshain-Kreuzberg,421,W,4,83,O,1251,805,446,0,667,10,22,645,251,394
02W422,nan,02,Friedrichshain-Kreuzberg,422,W,4,83,O,1456,1049,407,0,822,9,30,792,328,464
02W423,nan,02,Friedrichshain-Kreuzberg,423,W,4,83,O,948,677,271,0,448,6,8,440,223,217
02W424,nan,02,Friedrichshain-Kreuzberg,424,W,4,83,O,1221,892,329,0,555,6,21,534,272,262
02W425,nan,02,Friedrichshain-Kreuzberg,425,W,4,83,O,1652,1263,389,0,859,7,15,844,440,404
02W426,nan,02,Friedrichshain-Kreuzberg,426,W,4,83,O,872,678,194,0,441,3,16,425,241,184
02W501,nan,02,Friedrichshain-Kreuzberg,501,W,5,83,O,1621,1162,459,0,862,7,28,834,376,458
02W502,nan,02,Friedrichshain-Kreuzberg,502,W,5,83,O,1776,1266,510,0,972,0,25,947,444,503
02W503,nan,02,Friedrichshain-Kreuzberg,503,W,5,83,O,966,708,258,0,565,2,16,549,239,310
02W504,nan,02,Friedrichshain-Kreuzberg,504,W,5,83,O,1512,1051,461,0,779,7,24,755,344,411
02W505,nan,02,Friedrichshain-Kreuzberg,505,W,5,83,O,1656,1167,489,0,836,6,26,810,344,466
02W506,nan,02,Friedrichshain-Kreuzberg,506,W,5,83,O,1838,1248,590,0,933,11,35,898,380,518
02W507,nan,02,Friedrichshain-Kreuzberg,507,W,5,83,O,1568,1060,508,0,865,7,22,843,368,475
02W508,nan,02,Friedrichshain-Kreuzberg,508,W,5,83,O,1807,1242,565,0,993,12,14,979,446,533
02W509,nan,02,Friedrichshain-Kreuzberg,509,W,5,83,O,1471,1010,461,0,804,10,25,779,312,467
02W510,nan,02,Friedrichshain-Kreuzberg,510,W,5,83,O,2064,1418,646,0,1142,10,25,1117,482,635
02W511,nan,02,Friedrichshain-Kreuzberg,511,W,5,83,O,1202,812,390,0,598,4,17,581,255,326
02W512,nan,02,Friedrichshain-Kreuzberg,512,W,5,83,O,1307,918,389,0,661,5,24,637,285,352
02W513,nan,02,Friedrichshain-Kreuzberg,513,W,5,83,O,1271,936,335,0,711,2,26,685,338,347
02W514,nan,02,Friedrichshain-Kreuzberg,514,W,5,83,O,1430,1002,428,0,780,10,29,751,324,427
02W515,nan,02,Friedrichshain-Kreuzberg,515,W,5,83,O,1547,1125,422,0,806,17,25,781,371,410
02W516,nan,02,Friedrichshain-Kreuzberg,516,W,5,83,O,1259,878,381,0,661,4,28,633,291,342
02W517,nan,02,Friedrichshain-Kreuzberg,517,W,5,83,O,1236,843,393,0,666,7,12,654,270,384
02W518,nan,02,Friedrichshain-Kreuzberg,518,W,5,83,O,962,659,303,0,512,10,22,490,195,295
02W519,nan,02,Friedrichshain-Kreuzberg,519,W,5,83,O,1429,966,463,0,793,9,30,763,313,450
02W520,nan,02,Friedrichshain-Kreuzberg,520,W,5,83,O,1657,1094,563,0,807,14,30,777,300,477
02W521,nan,02,Friedrichshain-Kreuzberg,521,W,5,83,O,1521,1022,499,0,785,5,29,756,298,458
02W522,nan,02,Friedrichshain-Kreuzberg,522,W,5,83,O,1398,972,426,0,730,4,12,718,329,389
02W523,nan,02,Friedrichshain-Kreuzberg,523,W,5,83,O,961,631,330,0,481,5,16,465,203,262
02W524,nan,02,Friedrichshain-Kreuzberg,524,W,5,83,O,1323,864,459,0,676,8,19,657,270,387
03W101,nan,03,Pankow,101,W,1,76,nan,2133,1568,565,0,1121,5,27,1094,545,549
03W102,nan,03,Pankow,102,W,1,76,nan,1850,1281,569,0,875,0,13,862,454,408
03W103,nan,03,Pankow,103,W,1,76,nan,1447,1218,229,0,644,1,20,624,327,297
03W104,nan,03,Pankow,104,W,1,76,nan,1508,1161,347,0,672,2,19,653,371,282
03W105,nan,03,Pankow,105,W,1,76,nan,1104,852,252,0,598,1,10,588,309,279
03W106,nan,03,Pankow,106,W,1,76,nan,1408,1236,172,0,635,1,4,631,414,217
03W107,nan,03,Pankow,107,W,1,76,nan,916,766,150,0,457,0,2,455,299,156
03W108,nan,03,Pankow,108,W,1,76,nan,1419,1191,228,0,756,1,24,732,441,291
03W109,nan,03,Pankow,109,W,1,76,nan,1529,1189,340,0,897,3,17,880,504,376
03W110,nan,03,Pankow,110,W,1,76,nan,1488,1232,256,0,823,2,17,806,476,330
03W111,nan,03,Pankow,111,W,1,76,nan,1285,996,289,0,765,3,6,759,406,353
03W112,nan,03,Pankow,112,W,1,76,nan,1323,1003,320,0,734,5,15,719,376,343
03W113,nan,03,Pankow,113,W,1,76,nan,1538,1220,318,0,985,3,19,966,465,501
03W114,nan,03,Pankow,114,W,1,76,nan,1333,943,390,0,775,7,5,770,350,420
03W115,nan,03,Pankow,115,W,1,76,nan,1533,1089,444,0,898,5,14,884,449,435
03W116,nan,03,Pankow,116,W,1,76,nan,1595,1253,342,0,933,7,13,920,540,380
03W117,nan,03,Pankow,117,W,1,76,nan,1504,1266,238,0,793,3,16,777,501,276
03W118,nan,03,Pankow,118,W,1,76,nan,1536,1108,428,0,883,1,12,871,405,466
03W119,nan,03,Pankow,119,W,1,76,nan,1858,1432,426,0,1055,3,7,1048,543,505
03W120,nan,03,Pankow,120,W,1,76,nan,1869,1412,457,0,1040,3,15,1025,488,537
03W121,nan,03,Pankow,121,W,1,76,nan,1881,1413,468,0,1028,6,13,1015,515,500
03W122,nan,03,Pankow,122,W,1,76,nan,1610,1118,492,0,897,6,7,890,456,434
03W123,nan,03,Pankow,123,W,1,76,nan,1525,1218,307,0,946,2,8,938,556,382
03W201,nan,03,Pankow,201,W,2,76,nan,643,560,83,0,454,2,7,447,284,163
03W202,nan,03,Pankow,202,W,2,76,nan,861,717,144,0,543,4,11,532,299,233
03W203,nan,03,Pankow,203,W,2,76,nan,1529,1209,320,0,882,7,6,876,530,346
03W204,nan,03,Pankow,204,W,2,76,nan,1578,1213,365,0,866,2,11,855,516,339
03W205,nan,03,Pankow,205,W,2,76,nan,1428,1060,368,0,755,4,12,743,407,336
03W206,nan,03,Pankow,206,W,2,76,nan,1667,1192,475,0,955,1,20,935,502,433
03W207,nan,03,Pankow,207,W,2,76,nan,1518,1180,338,0,898,7,13,885,489,396
03W208,nan,03,Pankow,208,W,2,76,nan,1666,1197,469,0,881,2,7,874,463,411
03W209,nan,03,Pankow,209,W,2,76,nan,1696,1246,450,0,921,6,7,914,450,464
03W210,nan,03,Pankow,210,W,2,76,nan,1751,1313,438,0,1035,7,13,1022,435,587
03W211,nan,03,Pankow,211,W,2,76,nan,1537,1101,436,0,898,5,5,893,398,495
03W212,nan,03,Pankow,212,W,2,76,nan,1425,1028,397,0,795,6,12,783,364,419
03W213,nan,03,Pankow,213,W,2,76,nan,1685,1188,497,0,915,8,9,906,346,560
03W214,nan,03,Pankow,214,W,2,76,nan,1588,1081,507,0,812,3,6,806,364,442
03W215,nan,03,Pankow,215,W,2,76,nan,1503,1067,436,0,763,6,7,756,430,326
03W216,nan,03,Pankow,216,W,2,76,nan,1624,1168,456,0,818,2,5,813,433,380
03W217,nan,03,Pankow,217,W,2,76,nan,1388,1035,353,0,804,3,16,788,356,432
03W218,nan,03,Pankow,218,W,2,76,nan,2007,1394,613,0,1068,11,20,1048,542,506
03W219,nan,03,Pankow,219,W,2,76,nan,1571,1188,383,0,911,2,11,900,496,404
03W220,nan,03,Pankow,220,W,2,76,nan,1626,1140,486,0,888,3,8,880,290,590
03W221,nan,03,Pankow,221,W,2,76,nan,1654,1037,617,0,786,4,6,780,253,527
03W222,nan,03,Pankow,222,W,2,76,nan,965,777,188,0,535,3,13,522,308,214
03W301,nan,03,Pankow,301,W,3,76,nan,1665,1165,500,0,872,1,8,864,378,486
03W302,nan,03,Pankow,302,W,3,76,nan,1677,1280,397,0,777,6,9,768,325,443
03W303,nan,03,Pankow,303,W,3,76,nan,1672,1300,372,0,854,0,9,845,385,460
03W304,nan,03,Pankow,304,W,3,76,nan,1710,1209,501,0,921,4,7,914,331,583
03W305,nan,03,Pankow,305,W,3,76,nan,1658,1175,483,0,868,6,12,856,351,505
03W306,nan,03,Pankow,306,W,3,76,nan,1737,1169,568,0,890,6,8,882,293,589
03W307,nan,03,Pankow,307,W,3,76,nan,1416,1033,383,0,848,3,11,837,280,557
03W308,nan,03,Pankow,308,W,3,76,nan,1328,921,407,0,641,0,8,633,194,439
03W309,nan,03,Pankow,309,W,3,76,nan,1442,1098,344,0,804,0,3,801,247,554
03W310,nan,03,Pankow,310,W,3,76,nan,1589,1157,432,0,886,0,11,875,262,613
03W311,nan,03,Pankow,311,W,3,76,nan,1064,701,363,0,552,1,6,546,119,427
03W312,nan,03,Pankow,312,W,3,76,nan,1556,1048,508,0,847,0,3,844,175,669
03W313,nan,03,Pankow,313,W,3,76,nan,1455,1027,428,0,833,3,10,823,205,618
03W314,nan,03,Pankow,314,W,3,76,nan,1552,1075,477,0,711,8,7,704,126,578
03W315,nan,03,Pankow,315,W,3,76,nan,1526,1037,489,0,871,4,8,863,202,661
03W316,nan,03,Pankow,316,W,3,76,nan,1745,1225,520,0,1022,5,10,1012,254,758
03W317,nan,03,Pankow,317,W,3,76,nan,1697,1177,520,0,928,4,4,924,231,693
03W318,nan,03,Pankow,318,W,3,76,nan,1568,1089,479,0,786,1,10,776,233,543
03W319,nan,03,Pankow,319,W,3,76,nan,1753,1282,471,0,901,5,14,887,368,519
03W320,nan,03,Pankow,320,W,3,76,nan,1557,1058,499,0,790,4,14,776,140,636
03W321,nan,03,Pankow,321,W,3,76,nan,1588,1141,447,0,888,0,8,880,218,662
03W401,nan,03,Pankow,401,W,4,76,nan,1860,1511,349,0,988,5,14,974,429,545
03W402,nan,03,Pankow,402,W,4,76,nan,1754,1316,438,0,961,6,11,950,359,591
03W403,nan,03,Pankow,403,W,4,76,nan,1928,1385,543,0,996,6,24,972,403,569
03W404,nan,03,Pankow,404,W,4,76,nan,1528,1017,511,0,702,9,24,678,268,410
03W405,nan,03,Pankow,405,W,4,76,nan,1622,1312,310,0,843,8,30,813,410,403
03W406,nan,03,Pankow,406,W,4,76,nan,1747,1270,477,0,892,5,18,874,426,448
03W407,nan,03,Pankow,407,W,4,76,nan,1672,1337,335,0,865,4,12,853,458,395
03W408,nan,03,Pankow,408,W,4,76,nan,1845,1488,357,0,879,1,28,851,425,426
03W409,nan,03,Pankow,409,W,4,76,nan,1330,960,370,0,636,2,9,627,267,360
03W410,nan,03,Pankow,410,W,4,76,nan,1351,1077,274,0,721,3,24,697,350,347
03W411,nan,03,Pankow,411,W,4,76,nan,1694,1245,449,0,941,2,8,933,239,694
03W412,nan,03,Pankow,412,W,4,76,nan,1563,1121,442,0,836,6,6,830,180,650
03W413,nan,03,Pankow,413,W,4,76,nan,1522,1093,429,0,793,4,9,784,238,546
03W414,nan,03,Pankow,414,W,4,76,nan,2148,1371,777,0,1132,2,18,1114,416,698
03W415,nan,03,Pankow,415,W,4,76,nan,1242,911,331,0,712,2,12,700,325,375
03W416,nan,03,Pankow,416,W,4,76,nan,1749,1260,489,0,908,10,12,896,364,532
03W417,nan,03,Pankow,417,W,4,76,nan,1741,1283,458,0,844,2,20,824,398,426
03W418,nan,03,Pankow,418,W,4,76,nan,1010,779,231,0,389,2,6,383,189,194
03W501,nan,03,Pankow,501,W,5,76,nan,1691,1232,459,0,928,3,13,915,339,576
03W502,nan,03,Pankow,502,W,5,76,nan,1326,947,379,0,703,3,15,688,225,463
03W503,nan,03,Pankow,503,W,5,76,nan,1609,1192,417,0,896,3,15,881,281,600
03W504,nan,03,Pankow,504,W,5,76,nan,1380,990,390,0,775,0,10,765,262,503
03W505,nan,03,Pankow,505,W,5,76,nan,1287,989,298,0,657,8,15,642,275,367
03W506,nan,03,Pankow,506,W,5,76,nan,1482,1015,467,0,757,0,16,741,332,409
03W507,nan,03,Pankow,507,W,5,76,nan,1588,1149,439,0,801,0,12,789,337,452
03W508,nan,03,Pankow,508,W,5,76,nan,1463,1042,421,0,760,1,11,749,311,438
03W509,nan,03,Pankow,509,W,5,76,nan,1779,1246,533,0,914,9,17,897,327,570
03W510,nan,03,Pankow,510,W,5,76,nan,1474,1044,430,0,788,2,7,781,276,505
03W511,nan,03,Pankow,511,W,5,76,nan,1628,1156,472,0,918,5,9,909,245,664
03W512,nan,03,Pankow,512,W,5,76,nan,1580,1188,392,0,763,0,14,749,439,310
03W513,nan,03,Pankow,513,W,5,76,nan,1703,1231,472,0,898,0,11,887,279,608
03W514,nan,03,Pankow,514,W,5,76,nan,1569,1266,303,0,853,4,7,846,354,492
03W515,nan,03,Pankow,515,W,5,76,nan,1294,984,310,0,755,7,5,750,180,570
03W516,nan,03,Pankow,516,W,5,76,nan,1802,1215,587,0,939,0,11,928,218,710
03W517,nan,03,Pankow,517,W,5,76,nan,1229,932,297,0,729,2,4,725,138,587
03W518,nan,03,Pankow,518,W,5,76,nan,1427,1035,392,0,730,3,9,721,232,489
03W519,nan,03,Pankow,519,W,5,76,nan,1314,912,402,0,654,3,8,646,261,385
03W520,nan,03,Pankow,520,W,5,76,nan,1544,1075,469,0,835,14,12,823,334,489
03W600,nan,03,Pankow,600,W,6,76,nan,1501,1060,441,0,780,7,23,757,281,476
03W601,nan,03,Pankow,601,W,6,76,nan,1554,1202,352,0,829,8,16,813,346,467
03W602,nan,03,Pankow,602,W,6,76,nan,1544,1044,500,0,811,15,14,797,318,479
03W603,nan,03,Pankow,603,W,6,76,nan,1197,821,376,0,648,5,14,634,268,366
03W604,nan,03,Pankow,604,W,6,76,nan,1376,939,437,0,774,4,13,761,288,473
03W605,nan,03,Pankow,605,W,6,76,nan,1452,1054,398,0,841,13,22,819,316,503
03W606,nan,03,Pankow,606,W,6,76,nan,1646,1123,523,0,899,11,22,877,327,550
03W607,nan,03,Pankow,607,W,6,76,nan,1614,1091,523,0,902,9,10,892,359,533
03W608,nan,03,Pankow,608,W,6,76,nan,1585,1101,484,0,888,0,19,869,372,497
03W609,nan,03,Pankow,609,W,6,76,nan,1588,1068,520,0,872,18,15,857,378,479
03W610,nan,03,Pankow,610,W,6,76,nan,1613,1187,426,0,948,10,17,931,417,514
03W611,nan,03,Pankow,611,W,6,76,nan,1534,1002,532,0,752,20,13,739,336,403
03W612,nan,03,Pankow,612,W,6,76,nan,1517,964,553,0,786,12,11,775,314,461
03W613,nan,03,Pankow,613,W,6,76,nan,1444,969,475,0,769,12,15,754,326,428
03W614,nan,03,Pankow,614,W,6,76,nan,1732,1151,581,0,950,13,26,924,352,572
03W615,nan,03,Pankow,615,W,6,76,nan,923,617,306,0,518,8,11,507,242,265
03W616,nan,03,Pankow,616,W,6,76,nan,816,539,277,0,438,12,7,431,168,263
03W617,nan,03,Pankow,617,W,6,76,nan,1626,1131,495,0,926,20,28,898,415,483
03W618,nan,03,Pankow,618,W,6,76,nan,1699,1078,621,0,903,25,14,889,394,495
03W619,nan,03,Pankow,619,W,6,76,nan,1427,964,463,0,754,3,21,733,294,439
03W620,nan,03,Pankow,620,W,6,76,nan,1752,1155,597,0,950,9,14,936,439,497
03W701,nan,03,Pankow,701,W,7,76,nan,1521,1172,349,0,843,6,15,828,409,419
03W702,nan,03,Pankow,702,W,7,76,nan,1456,1089,367,0,798,0,0,798,364,434
03W703,nan,03,Pankow,703,W,7,76,nan,1652,1315,337,0,859,12,11,848,428,420
03W704,nan,03,Pankow,704,W,7,76,nan,1337,1052,285,0,670,6,10,660,363,297
03W705,nan,03,Pankow,705,W,7,76,nan,1639,1208,431,0,860,4,24,836,380,456
03W706,nan,03,Pankow,706,W,7,83,O,1634,1189,445,0,745,0,19,726,361,365
03W707,nan,03,Pankow,707,W,7,83,O,1917,1335,582,0,869,1,27,842,441,401
03W708,nan,03,Pankow,708,W,7,83,O,1608,1140,468,0,792,11,0,792,360,432
03W709,nan,03,Pankow,709,W,7,83,O,1645,1261,384,0,898,5,18,880,429,451
03W710,nan,03,Pankow,710,W,7,83,O,1802,1359,443,0,952,6,30,922,432,490
03W711,nan,03,Pankow,711,W,7,83,O,1548,1112,436,0,720,8,14,706,333,373
03W712,nan,03,Pankow,712,W,7,76,nan,1534,1070,464,0,808,7,13,795,389,406
03W713,nan,03,Pankow,713,W,7,76,nan,1486,980,506,0,785,11,5,780,349,431
03W714,nan,03,Pankow,714,W,7,76,nan,1297,846,451,0,653,2,19,634,257,377
03W715,nan,03,Pankow,715,W,7,76,nan,1672,1166,506,0,851,0,10,841,356,485
03W716,nan,03,Pankow,716,W,7,76,nan,1506,991,515,0,763,11,11,752,328,424
03W717,nan,03,Pankow,717,W,7,76,nan,1345,908,437,0,678,11,7,671,284,387
03W718,nan,03,Pankow,718,W,7,76,nan,1081,828,253,0,624,6,14,610,279,331
03W719,nan,03,Pankow,719,W,7,76,nan,1358,1033,325,0,733,5,7,726,364,362
03W720,nan,03,Pankow,720,W,7,76,nan,1440,1000,440,0,805,11,18,787,327,460
03W801,nan,03,Pankow,801,W,8,83,O,1945,1461,484,0,985,1,16,969,541,428
03W802,nan,03,Pankow,802,W,8,83,O,1499,1062,437,0,824,13,27,797,367,430
03W803,nan,03,Pankow,803,W,8,83,O,1491,1024,467,0,780,6,27,753,332,421
03W804,nan,03,Pankow,804,W,8,83,O,1472,1005,467,0,852,12,15,837,356,481
03W805,nan,03,Pankow,805,W,8,83,O,1786,1172,614,0,951,21,17,934,413,521
03W806,nan,03,Pankow,806,W,8,83,O,1655,1048,607,0,871,17,27,844,392,452
03W807,nan,03,Pankow,807,W,8,83,O,1520,966,554,0,788,10,14,774,317,457
03W808,nan,03,Pankow,808,W,8,83,O,1731,1236,495,0,811,5,22,789,472,317
03W809,nan,03,Pankow,809,W,8,76,nan,1588,979,609,0,812,10,20,792,339,453
03W810,nan,03,Pankow,810,W,8,76,nan,1453,991,462,0,806,16,17,789,374,415
03W811,nan,03,Pankow,811,W,8,76,nan,1471,957,514,0,795,20,22,773,348,425
03W812,nan,03,Pankow,812,W,8,76,nan,1675,1058,617,0,877,13,20,857,393,464
03W813,nan,03,Pankow,813,W,8,76,nan,1797,1177,620,0,997,17,18,979,477,502
03W814,nan,03,Pankow,814,W,8,76,nan,1402,922,480,0,753,7,13,740,330,410
03W815,nan,03,Pankow,815,W,8,76,nan,1522,1004,518,0,843,20,25,818,366,452
03W816,nan,03,Pankow,816,W,8,76,nan,1475,1023,452,0,822,7,19,803,385,418
03W817,nan,03,Pankow,817,W,8,76,nan,1295,868,427,0,652,9,16,636,295,341
03W818,nan,03,Pankow,818,W,8,76,nan,1274,791,483,0,631,16,15,616,304,312
03W819,nan,03,Pankow,819,W,8,76,nan,944,602,342,0,510,12,14,496,213,283
03W901,nan,03,Pankow,901,W,9,76,nan,1648,1191,457,0,876,0,15,861,369,492
03W902,nan,03,Pankow,902,W,9,76,nan,1567,1227,340,0,875,8,14,861,416,445
03W903,nan,03,Pankow,903,W,9,76,nan,1816,1328,488,0,1077,16,25,1052,404,648
03W904,nan,03,Pankow,904,W,9,76,nan,1698,1271,427,0,954,10,19,935,420,515
03W905,nan,03,Pankow,905,W,9,83,O,1374,1045,329,0,716,1,15,701,359,342
03W906,nan,03,Pankow,906,W,9,83,O,1141,843,298,0,600,0,19,581,270,311
03W907,nan,03,Pankow,907,W,9,83,O,1176,896,280,0,615,1,16,599,345,254
03W908,nan,03,Pankow,908,W,9,83,O,1572,1214,358,0,721,3,25,696,397,299
03W909,nan,03,Pankow,909,W,9,83,O,1049,714,335,0,580,3,23,557,264,293
03W910,nan,03,Pankow,910,W,9,83,O,1236,951,285,0,536,3,19,517,248,269
03W911,nan,03,Pankow,911,W,9,83,O,1369,1066,303,0,693,6,17,676,332,344
03W912,nan,03,Pankow,912,W,9,83,O,1351,1010,341,0,699,7,15,684,351,333
03W913,nan,03,Pankow,913,W,9,83,O,1511,1085,426,0,799,6,25,774,354,420
03W914,nan,03,Pankow,914,W,9,83,O,975,682,293,0,528,6,14,514,236,278
03W915,nan,03,Pankow,915,W,9,83,O,1904,1349,555,0,966,12,37,929,433,496
03W916,nan,03,Pankow,916,W,9,83,O,1611,1089,522,0,912,8,18,894,351,543
03W917,nan,03,Pankow,917,W,9,83,O,1505,979,526,0,829,22,15,814,325,489
03W918,nan,03,Pankow,918,W,9,83,O,1446,1001,445,0,823,10,18,805,364,441
03W919,nan,03,Pankow,919,W,9,83,O,1639,1092,547,0,889,14,18,871,403,468
03W920,nan,03,Pankow,920,W,9,83,O,1141,824,317,0,553,4,12,541,297,244
03W921,nan,03,Pankow,921,W,9,83,O,1181,905,276,0,613,7,18,595,301,294
03W922,nan,03,Pankow,922,W,9,83,O,1476,1034,442,0,911,11,17,894,361,533
03W923,nan,03,Pankow,923,W,9,83,O,646,496,150,0,219,1,13,206,104,102
03W924,nan,03,Pankow,924,W,9,83,O,1852,1259,593,0,974,17,29,945,396,549
04W101,nan,04,Charlottenburg-Wilmersdorf,101,W,1,78,nan,1060,835,225,0,457,1,3,454,333,121
04W102,nan,04,Charlottenburg-Wilmersdorf,102,W,1,78,nan,1090,840,250,0,502,0,17,485,335,150
04W103,nan,04,Charlottenburg-Wilmersdorf,103,W,1,78,nan,1107,808,299,0,520,1,12,508,333,175
04W104,nan,04,Charlottenburg-Wilmersdorf,104,W,1,78,nan,958,755,203,0,441,0,7,434,295,139
04W105,nan,04,Charlottenburg-Wilmersdorf,105,W,1,78,nan,995,794,201,0,405,1,10,395,276,119
04W106,nan,04,Charlottenburg-Wilmersdorf,106,W,1,78,nan,1406,1136,270,0,695,4,10,685,510,175
04W107,nan,04,Charlottenburg-Wilmersdorf,107,W,1,78,nan,1315,1054,261,0,618,1,11,607,409,198
04W108,nan,04,Charlottenburg-Wilmersdorf,108,W,1,78,nan,811,624,187,0,382,0,2,380,289,91
04W109,nan,04,Charlottenburg-Wilmersdorf,109,W,1,78,nan,891,730,161,0,386,2,6,380,277,103
04W110,nan,04,Charlottenburg-Wilmersdorf,110,W,1,78,nan,1181,914,267,0,582,2,12,570,415,155
04W111,nan,04,Charlottenburg-Wilmersdorf,111,W,1,78,nan,1032,829,203,0,488,2,1,487,378,109
04W112,nan,04,Charlottenburg-Wilmersdorf,112,W,1,78,nan,1256,992,264,0,640,0,15,625,444,181
04W113,nan,04,Charlottenburg-Wilmersdorf,113,W,1,78,nan,1359,1027,332,0,722,0,14,708,482,226
04W114,nan,04,Charlottenburg-Wilmersdorf,114,W,1,78,nan,1247,836,411,0,557,4,6,551,390,161
04W115,nan,04,Charlottenburg-Wilmersdorf,115,W,1,78,nan,1402,980,422,0,738,3,2,736,468,268
04W116,nan,04,Charlottenburg-Wilmersdorf,116,W,1,78,nan,1260,872,388,0,635,4,15,620,417,203
04W117,nan,04,Charlottenburg-Wilmersdorf,117,W,1,78,nan,1624,1136,488,0,823,8,17,806,565,241
04W118,nan,04,Charlottenburg-Wilmersdorf,118,W,1,78,nan,1493,1058,435,0,681,3,10,671,471,200
04W201,nan,04,Charlottenburg-Wilmersdorf,201,W,2,80,nan,949,559,390,0,447,2,5,442,282,160
04W202,nan,04,Charlottenburg-Wilmersdorf,202,W,2,80,nan,1137,718,419,0,530,0,8,522,347,175
04W203,nan,04,Charlottenburg-Wilmersdorf,203,W,2,80,nan,1588,1022,566,0,800,0,12,788,526,262
04W204,nan,04,Charlottenburg-Wilmersdorf,204,W,2,80,nan,1517,999,518,0,749,1,20,729,602,127
04W205,nan,04,Charlottenburg-Wilmersdorf,205,W,2,80,nan,1373,876,497,0,699,10,10,689,520,169
04W206,nan,04,Charlottenburg-Wilmersdorf,206,W,2,80,nan,1196,832,364,0,598,1,8,590,435,155
04W207,nan,04,Charlottenburg-Wilmersdorf,207,W,2,80,nan,1157,792,365,0,563,10,9,554,373,181
04W208,nan,04,Charlottenburg-Wilmersdorf,208,W,2,80,nan,1712,1350,362,0,774,5,21,753,524,229
04W209,nan,04,Charlottenburg-Wilmersdorf,209,W,2,80,nan,1056,707,349,0,524,0,8,516,347,169
04W210,nan,04,Charlottenburg-Wilmersdorf,210,W,2,80,nan,1215,776,439,0,603,1,11,592,406,186
04W211,nan,04,Charlottenburg-Wilmersdorf,211,W,2,80,nan,1445,953,492,0,737,0,2,735,507,228
04W212,nan,04,Charlottenburg-Wilmersdorf,212,W,2,80,nan,1134,652,482,0,513,5,3,510,353,157
04W213,nan,04,Charlottenburg-Wilmersdorf,213,W,2,80,nan,1628,1033,595,0,795,7,9,786,557,229
04W214,nan,04,Charlottenburg-Wilmersdorf,214,W,2,80,nan,1180,832,348,0,566,2,18,548,353,195
04W215,nan,04,Charlottenburg-Wilmersdorf,215,W,2,80,nan,1646,1254,392,0,836,2,19,817,562,255
04W216,nan,04,Charlottenburg-Wilmersdorf,216,W,2,80,nan,1064,684,380,0,526,2,4,522,373,149
04W217,nan,04,Charlottenburg-Wilmersdorf,217,W,2,80,nan,1441,884,557,0,723,9,15,708,494,214
04W218,nan,04,Charlottenburg-Wilmersdorf,218,W,2,80,nan,1432,994,438,0,733,0,5,728,536,192
04W219,nan,04,Charlottenburg-Wilmersdorf,219,W,2,80,nan,1195,780,415,0,552,5,10,542,398,144
04W220,nan,04,Charlottenburg-Wilmersdorf,220,W,2,80,nan,1222,760,462,0,616,13,14,602,396,206
04W221,nan,04,Charlottenburg-Wilmersdorf,221,W,2,80,nan,1227,753,474,0,539,0,6,533,393,140
04W222,nan,04,Charlottenburg-Wilmersdorf,222,W,2,80,nan,817,593,224,0,449,0,5,444,309,135
04W223,nan,04,Charlottenburg-Wilmersdorf,223,W,2,80,nan,1550,1069,481,0,764,3,5,759,540,219
04W224,nan,04,Charlottenburg-Wilmersdorf,224,W,2,80,nan,1097,696,401,0,603,6,17,586,357,229
04W301,nan,04,Charlottenburg-Wilmersdorf,301,W,3,80,nan,1270,917,353,0,596,0,22,574,366,208
04W302,nan,04,Charlottenburg-Wilmersdorf,302,W,3,80,nan,1108,777,331,0,573,6,6,567,389,178
04W303,nan,04,Charlottenburg-Wilmersdorf,303,W,3,80,nan,1328,964,364,0,712,3,14,698,469,229
04W304,nan,04,Charlottenburg-Wilmersdorf,304,W,3,80,nan,1318,945,373,0,687,5,3,684,461,223
04W305,nan,04,Charlottenburg-Wilmersdorf,305,W,3,80,nan,1519,1036,483,0,764,7,11,753,488,265
04W306,nan,04,Charlottenburg-Wilmersdorf,306,W,3,80,nan,1079,818,261,0,614,5,8,606,352,254
04W307,nan,04,Charlottenburg-Wilmersdorf,307,W,3,80,nan,1394,1011,383,0,765,0,26,739,426,313
04W308,nan,04,Charlottenburg-Wilmersdorf,308,W,3,80,nan,1530,1054,476,0,781,6,10,771,514,257
04W309,nan,04,Charlottenburg-Wilmersdorf,309,W,3,80,nan,1563,1056,507,0,777,2,6,771,544,227
04W310,nan,04,Charlottenburg-Wilmersdorf,310,W,3,80,nan,1054,735,319,0,551,4,14,537,353,184
04W311,nan,04,Charlottenburg-Wilmersdorf,311,W,3,80,nan,1414,1031,383,0,808,3,15,793,483,310
04W312,nan,04,Charlottenburg-Wilmersdorf,312,W,3,80,nan,1225,832,393,0,605,3,7,598,402,196
04W313,nan,04,Charlottenburg-Wilmersdorf,313,W,3,80,nan,1496,951,545,0,686,5,18,668,409,259
04W314,nan,04,Charlottenburg-Wilmersdorf,314,W,3,80,nan,1419,983,436,0,739,0,12,727,429,298
04W315,nan,04,Charlottenburg-Wilmersdorf,315,W,3,80,nan,1451,1010,441,0,800,0,8,792,479,313
04W316,nan,04,Charlottenburg-Wilmersdorf,316,W,3,80,nan,1230,817,413,0,623,10,4,619,412,207
